title,organization,location,date,time,duration,datetime_iso,distance,opportunity_type,opportunity_url,opportunity_id,organization_url,scraped_at
Fight Food Waste at the Atwater Village Farmers Market on Sundays!,Food Forward,"Los Angeles, CA 90039",Ongoing,,,2024-06-10T00:01:00Z,2 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00002Rf8voMAB,a0CQg00002Rf8voMAB,https://volunteer.laworks.com/organization/001A000000ixpvaIAA,2026-02-11T17:58:24.532810
VILLAGE VOLUNTEER DAY THIS VALENTINE'S WEEKEND,Anawakalmekak,"Los Angeles, CA 90042",2/14/26,7:45 AM,3.75 hours,2026-02-14T07:45:00Z,2 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AuWqRXMQ0,a0CQg0000AuWqRXMQ0,https://volunteer.laworks.com/organization/001Qg00000kedHzIAI,2026-02-11T17:58:24.553934
Food Pantry Distribution- St. Athanasius,Seeds of Hope,"Los Angeles, CA 90026",2/13/26,7:00 AM,3 hours,2026-02-13T07:00:00Z,3 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000B24hxIMQQ,a0CQg0000B24hxIMQQ,https://volunteer.laworks.com/organization/0013l00002d3jkZAAQ,2026-02-11T17:58:24.571994
Barnsdall Art Park Community Green Day,Barnsdall Art Park Foundation,"Los Angeles, CA 90027",3/1/26,9:00 AM,2 hours,2026-03-01T09:00:00Z,4 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AUniT1MQJ,a0CQg0000AUniT1MQJ,https://volunteer.laworks.com/organization/001Qg00000dcH7sIAE,2026-02-11T17:58:24.588951
Food Run Ride Along,Serve LA,"Los Angeles, CA 90029",Ongoing,,,2026-02-03T00:01:00Z,4 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AxXYMTMQ4,a0CQg0000AxXYMTMQ4,https://volunteer.laworks.com/organization/0013l00002d3rG4AAI,2026-02-11T17:58:24.603989
Evening Support,Serve LA,"Los Angeles, CA 90029",2/11/26,6:00 PM,2 hours,2026-02-11T18:00:00Z,4 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AYKveUMQT,a0CQg0000AYKveUMQT,https://volunteer.laworks.com/organization/0013l00002d3rG4AAI,2026-02-11T17:58:24.626988
Community Breakfast Meal Prep & Hosting,Serve LA,"Los Angeles, CA 90029",2/12/26,7:30 AM,3.5 hours,2026-02-12T07:30:00Z,4 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AYKRNOMQ5,a0CQg0000AYKRNOMQ5,https://volunteer.laworks.com/organization/0013l00002d3rG4AAI,2026-02-11T17:58:24.648960
Community Breakfast Meal Prep,Serve LA,"Los Angeles, CA 90029",2/12/26,7:30 AM,1.5 hours,2026-02-12T07:30:00Z,4 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AYKYYpMQP,a0CQg0000AYKYYpMQP,https://volunteer.laworks.com/organization/0013l00002d3rG4AAI,2026-02-11T17:58:24.669223
Shower Attendant,Serve LA,"Los Angeles, CA 90029",2/12/26,8:45 AM,3 hours,2026-02-12T08:45:00Z,4 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AYKxDEMQ1,a0CQg0000AYKxDEMQ1,https://volunteer.laworks.com/organization/0013l00002d3rG4AAI,2026-02-11T17:58:24.690528
Community Breakfast Meal Hosting,Serve LA,"Los Angeles, CA 90029",2/12/26,9:00 AM,2 hours,2026-02-12T09:00:00Z,4 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AYKYwqMQH,a0CQg0000AYKYwqMQH,https://volunteer.laworks.com/organization/0013l00002d3rG4AAI,2026-02-11T17:58:24.710044
Food Sorter,Serve LA,"Los Angeles, CA 90029",2/12/26,10:30 AM,2 hours,2026-02-12T10:30:00Z,4 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AxXjp1MQC,a0CQg0000AxXjp1MQC,https://volunteer.laworks.com/organization/0013l00002d3rG4AAI,2026-02-11T17:58:24.726786
Community Meals: Mid-Day Support,Serve LA,"Los Angeles, CA 90029",2/12/26,12:00 PM,3 hours,2026-02-12T12:00:00Z,4 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AYKx20MQD,a0CQg0000AYKx20MQD,https://volunteer.laworks.com/organization/0013l00002d3rG4AAI,2026-02-11T17:58:24.745131
Community Dinner Meal Prep 1,Serve LA,"Los Angeles, CA 90029",2/12/26,1:00 PM,2 hours,2026-02-12T13:00:00Z,4 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AYKar5MQD,a0CQg0000AYKar5MQD,https://volunteer.laworks.com/organization/0013l00002d3rG4AAI,2026-02-11T17:58:24.762119
Community Dinner Meal Prep 2,Serve LA,"Los Angeles, CA 90029",2/12/26,2:30 PM,2 hours,2026-02-12T14:30:00Z,4 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AYKsn7MQD,a0CQg0000AYKsn7MQD,https://volunteer.laworks.com/organization/0013l00002d3rG4AAI,2026-02-11T17:58:24.777658
Community Dinner Meal Hosting,Serve LA,"Los Angeles, CA 90029",2/12/26,4:00 PM,2 hours,2026-02-12T16:00:00Z,4 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AYKeSTMQ1,a0CQg0000AYKeSTMQ1,https://volunteer.laworks.com/organization/0013l00002d3rG4AAI,2026-02-11T17:58:24.796134
Community Dinner Meal Hosting + Evening Support,Serve LA,"Los Angeles, CA 90029",2/12/26,4:00 PM,4 hours,2026-02-12T16:00:00Z,4 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AYKKfEMQX,a0CQg0000AYKKfEMQX,https://volunteer.laworks.com/organization/0013l00002d3rG4AAI,2026-02-11T17:58:24.812258
Blanket & Cold Weather Clothing Drive - Give the Gift of Warmth,PATH,"Los Angeles, CA 90004",Ongoing,,,2022-10-04T00:01:00Z,4 miles,Special Event,https://volunteer.laworks.com/opportunity/a0C3l00000r5N9yEAE,a0C3l00000r5N9yEAE,https://volunteer.laworks.com/organization/0013l0000216i40AAA,2026-02-11T17:58:24.825632
Inspire and Build Students' Career Skills,Youth Business Alliance,"Los Angeles, CA 90004",3/12/26,8:30 AM,3.6 hours,2026-03-12T08:30:00Z,4 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000B0L2qnMQC,a0CQg0000B0L2qnMQC,https://volunteer.laworks.com/organization/001Qg00000htSe1IAE,2026-02-11T17:58:24.843100
Inspire and Build Students' Career Skills: Mock Interviews,Youth Business Alliance,"Los Angeles, CA 90004",3/13/26,8:30 AM,3.6 hours,2026-03-13T08:30:00Z,4 miles,Already Filled,https://volunteer.laworks.com/opportunity/a0CQg0000B0LBcpMQG,a0CQg0000B0LBcpMQG,https://volunteer.laworks.com/organization/001Qg00000htSe1IAE,2026-02-11T17:58:24.859061
Counselor Advocate Training Winter 2026,Peace Over Violence,"Los Angeles, CA 90017",2/14/26,9:00 AM,8 hours,2026-02-14T09:00:00Z,5 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00009SRb2mMAD,a0CQg00009SRb2mMAD,https://volunteer.laworks.com/organization/001A000000a9afJIAQ,2026-02-11T17:58:24.875897
Event Day Volunteer at Fight For Air Climb Los Angeles,American Lung Association Los Angeles,"Los Angeles, CA 90017",2/22/26,6:30 AM,7 hours,2026-02-22T06:30:00Z,5 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AAuZZjMQN,a0CQg0000AAuZZjMQN,https://volunteer.laworks.com/organization/001Qg0000045cGsIAI,2026-02-11T17:58:24.892421
Heart of Los Angeles: Scholarship Mentor Program 2026,Heart of Los Angeles (HOLA),"Los Angeles, CA 90057",2/18/26,6:00 PM,1.25 hours,2026-02-18T18:00:00Z,5 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AVhromMQB,a0CQg0000AVhromMQB,https://volunteer.laworks.com/organization/001A000000a9aOjIAI,2026-02-11T17:58:24.908027
🌟 Bring Hope to Skid Row—Volunteer After School! 🌟,School on Wheels,"Los Angeles, CA 90021",Ongoing,,,2025-12-31T00:01:00Z,5 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000ALlYpvMQF,a0CQg0000ALlYpvMQF,https://volunteer.laworks.com/organization/001A000001FZLFlIAP,2026-02-11T17:58:24.920999
Fountain Community Garden Volunteer Day,Fountain Community Gardens,"Los Angeles, CA 90028",2/14/26,10:00 AM,2 hours,2026-02-14T10:00:00Z,5 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000ATr4cRMQR,a0CQg0000ATr4cRMQR,https://volunteer.laworks.com/organization/001Qg000001tpuCIAQ,2026-02-11T17:58:24.936468
Spring Day Camp Volunteers,The Salvation Army,"Los Angeles, CA 90015",3/30/26,8:30 AM,5.5 hours,2026-03-30T08:30:00Z,5 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000B2xZcUMQU,a0CQg0000B2xZcUMQU,https://volunteer.laworks.com/organization/001A000001B975lIAB,2026-02-11T17:58:24.953491
Drive cancer patients to and from treatment - Volunteer Driver Road To Recovery,American Cancer Society Los Angeles Region,"Los Angeles, CA 90010",Ongoing,,,2026-02-02T00:01:00Z,5 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000B0MVSaMQO,a0CQg0000B0MVSaMQO,https://volunteer.laworks.com/organization/001A000000a9a5rIAA,2026-02-11T17:58:24.966263
Meal Provider Volunteer,Safe Parking LA - A project of Community Partners,"Los Angeles, CA 90025",Ongoing,,,2026-01-05T00:01:00Z,5 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AP3nX0MQJ,a0CQg0000AP3nX0MQJ,https://volunteer.laworks.com/organization/0013l00002ZZMj0AAH,2026-02-11T17:58:24.979406
Lot Host Volunteer,Safe Parking LA - A project of Community Partners,"Los Angeles, CA 90025",Ongoing,,,2026-01-05T00:01:00Z,5 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000ARwJFMMQ3,a0CQg0000ARwJFMMQ3,https://volunteer.laworks.com/organization/0013l00002ZZMj0AAH,2026-02-11T17:58:24.992047
Events Volunteer for Safe Parking LA,Safe Parking LA - A project of Community Partners,"Los Angeles, CA 90025",2/13/26,8:00 AM,14 hours,2026-02-13T08:00:00Z,5 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00008gHkqJMAS,a0CQg00008gHkqJMAS,https://volunteer.laworks.com/organization/0013l00002ZZMj0AAH,2026-02-11T17:58:25.006961
Fight Food Waste at the Social District (DTLA) Farmers Market on Saturdays!,Food Forward,"Los Angeles, CA 90015",Ongoing,,,2025-09-29T00:01:00Z,5 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg000093L7OQMA0,a0CQg000093L7OQMA0,https://volunteer.laworks.com/organization/001A000000ixpvaIAA,2026-02-11T17:58:25.058963
"American Red Cross - Disaster Action Team- South LA, West LA, DTLA, Koreatown,",American Red Cross Los Angeles Region,"Los Angeles, CA 90021",Ongoing,,,2022-08-16T00:01:00Z,5 miles,Already Filled,https://volunteer.laworks.com/opportunity/a0C3l00000r4dsPEAQ,a0C3l00000r4dsPEAQ,https://volunteer.laworks.com/organization/001A000000a9b0aIAA,2026-02-11T17:58:25.086000
American Red Cross: Disaster Recovery - Glendale * Pomona * San Gabriel Valley,American Red Cross Los Angeles Region,"Los Angeles, CA 90021",Ongoing,,,2022-09-14T00:01:00Z,5 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0C3l00000r52RCEAY,a0C3l00000r52RCEAY,https://volunteer.laworks.com/organization/001A000000a9b0aIAA,2026-02-11T17:58:25.105367
American Red Cross: Service to the armed Forces Presenters,American Red Cross Los Angeles Region,"Los Angeles, CA 90021",Ongoing,,,2023-10-26T00:01:00Z,5 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00000FPqcjMAD,a0CQg00000FPqcjMAD,https://volunteer.laworks.com/organization/001A000000a9b0aIAA,2026-02-11T17:58:25.122080
Red Cross: Service to the Armed Forces Presenter - Metro Southeast LA,American Red Cross Los Angeles Region,"Los Angeles, CA 90021",Ongoing,,,2023-12-20T00:01:00Z,5 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00000moSIkMAM,a0CQg00000moSIkMAM,https://volunteer.laworks.com/organization/001A000000a9b0aIAA,2026-02-11T17:58:25.135648
"International Services Restoring Family Links Program Volunteer Comm, Outreach",American Red Cross Los Angeles Region,"Los Angeles, CA 90021",Ongoing,,,2024-01-01T00:01:00Z,5 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg000019MWOXMA4,a0CQg000019MWOXMA4,https://volunteer.laworks.com/organization/001A000000a9b0aIAA,2026-02-11T17:58:25.148831
Red Cross - Home Fire Campaign Team Member,American Red Cross Los Angeles Region,"Los Angeles, CA 90021",Ongoing,,,2025-09-17T00:01:00Z,5 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00008skW1hMAE,a0CQg00008skW1hMAE,https://volunteer.laworks.com/organization/001A000000a9b0aIAA,2026-02-11T17:58:25.162727
YMCA Boyle Heights Food Distribution Support,YMCA Weingart East Los Angeles,"Los Angeles, CA 90023",2/16/26,8:30 AM,3.5 hours,2026-02-16T08:30:00Z,5 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00007OUMzjMAH,a0CQg00007OUMzjMAH,https://volunteer.laworks.com/organization/001A000000a9aoJIAQ,2026-02-11T17:58:25.178483
SAINT STEPHEN'S PRODUCE DISTRIBUTION,St. Stephens Episcopal Church,"Los Angeles, CA 90028",2/18/26,8:30 AM,2.5 hours,2026-02-18T08:30:00Z,6 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00009h6mLVMAY,a0CQg00009h6mLVMAY,https://volunteer.laworks.com/organization/0013l00002c4iYKAAY,2026-02-11T17:58:25.194198
Support Red Cross Blood Drives - Volunteer! (Los Angeles),American Red Cross Los Angeles Region,"Los Angeles, CA 90021",Ongoing,,,2024-01-04T00:01:00Z,6 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00000u5Q6kMAE,a0CQg00000u5Q6kMAE,https://volunteer.laworks.com/organization/001A000000a9b0aIAA,2026-02-11T17:58:25.209161
LEND A HAND: Provide Support to Transitional Families,Alexandria House,"Los Angeles, CA 90020",3/15/26,10:00 AM,3 hours,2026-03-15T10:00:00Z,6 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00009Z8TdkMAF,a0CQg00009Z8TdkMAF,https://volunteer.laworks.com/organization/001A000000a9aOvIAI,2026-02-11T17:58:25.225185
Pantry Program - Help Distribute Food To Those In Need!,St. Francis Center,"Los Angeles, CA 90015",2/12/26,9:00 AM,3 hours,2026-02-12T09:00:00Z,6 miles,Special Event,https://volunteer.laworks.com/opportunity/a0CQg0000ArGqezMQC,a0CQg0000ArGqezMQC,https://volunteer.laworks.com/organization/001A000000a9a5ZIAQ,2026-02-11T17:58:25.241084
Breakfast - Help Prepare & Distribute Breakfast to our Unhoused Community,St. Francis Center,"Los Angeles, CA 90015",2/13/26,7:00 AM,1.5 hours,2026-02-13T07:00:00Z,6 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000ArGYMaMQO,a0CQg0000ArGYMaMQO,https://volunteer.laworks.com/organization/001A000000a9a5ZIAQ,2026-02-11T17:58:25.256588
Fight Food Waste at the Hollywood Farmers Market on Sundays!,Food Forward,"Los Angeles, CA 90028",Ongoing,,,2022-03-30T00:01:00Z,6 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0C3l00000ojWwhEAE,a0C3l00000ojWwhEAE,https://volunteer.laworks.com/organization/001A000000ixpvaIAA,2026-02-11T17:58:25.269967
Restore an Altadena School Garden for Youth Eaton Fire Survivors,John Muir High School Early College Magnet,"Pasadena, CA 91103",2/28/26,9:00 AM,3 hours,2026-02-28T09:00:00Z,6 miles,Special Event,https://volunteer.laworks.com/opportunity/a0CQg0000A8htm9MQA,a0CQg0000A8htm9MQA,https://volunteer.laworks.com/organization/001Qg000004mTiIIAU,2026-02-11T17:58:25.287467
Food Pantry - Help Distribute Produce to community members in South Central,Universal Community Health Center,"Los Angeles, CA 90011",2/14/26,7:30 AM,3.25 hours,2026-02-14T07:30:00Z,6 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AYLdYjMQL,a0CQg0000AYLdYjMQL,https://volunteer.laworks.com/organization/001Qg00000HSVNKIA5,2026-02-11T17:58:25.304876
Read Aloud to Children Each Month,Reading to Kids,"Los Angeles, CA 90006",2/14/26,9:00 AM,3 hours,2026-02-14T09:00:00Z,6 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00004hDq3FMAS,a0CQg00004hDq3FMAS,https://volunteer.laworks.com/organization/001A000000a9ZzUIAU,2026-02-11T17:58:25.320034
Staff A Free Store for Eaton Fire Survivors,Eaton Fire Collaborative,"Altadena, CA 91001",2/12/26,9:00 AM,5 hours,2026-02-12T09:00:00Z,6 miles,Special Event,https://volunteer.laworks.com/opportunity/a0CQg0000ACZgoaMQD,a0CQg0000ACZgoaMQD,https://volunteer.laworks.com/organization/001Qg00000eashCIAQ,2026-02-11T17:58:25.335648
Restock A Free Store for Eaton Fire Survivors,Eaton Fire Collaborative,"Altadena, CA 91001",2/18/26,10:00 AM,6 hours,2026-02-18T10:00:00Z,6 miles,Special Event,https://volunteer.laworks.com/opportunity/a0CQg0000ACYDzMMQX,a0CQg0000ACYDzMMQX,https://volunteer.laworks.com/organization/001Qg00000eashCIAQ,2026-02-11T17:58:25.351199
Pack Groceries and Home/Hygiene Essentials for Families in Need in South Central,A Place Called Home,"Los Angeles, CA 90011",2/26/26,9:30 AM,2.5 hours,2026-02-26T09:30:00Z,7 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000ApxhJRMQY,a0CQg0000ApxhJRMQY,https://volunteer.laworks.com/organization/001A000000a9a74IAA,2026-02-11T17:58:25.366160
Volunteer with our Food Pantry Program,First AME Church,"Los Angeles, CA 90018",3/28/26,7:00 AM,5 hours,2026-03-28T07:00:00Z,7 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000ADObHPMQ1,a0CQg0000ADObHPMQ1,https://volunteer.laworks.com/organization/001A000001EbnH8IAJ,2026-02-11T17:58:25.381278
Inspire and Build Students' Career Skills,Youth Business Alliance,"Los Angeles, CA 90007",3/5/26,1:50 PM,1.67 hours,2026-03-05T13:50:00Z,7 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000B7xPNQMQ2,a0CQg0000B7xPNQMQ2,https://volunteer.laworks.com/organization/001Qg00000htSe1IAE,2026-02-11T17:58:25.396605
Food Pantry Distribution-Plummer Park,Seeds of Hope,"Los Angeles, CA 90046",2/17/26,9:30 AM,2.5 hours,2026-02-17T09:30:00Z,7 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000B2yRWSMQ2,a0CQg0000B2yRWSMQ2,https://volunteer.laworks.com/organization/0013l00002d3jkZAAQ,2026-02-11T17:58:25.413586
Volunteers Needed at Tail Town Cats!,Tail Town Cats,"Pasadena, CA 91104",Ongoing,,,2025-07-19T00:01:00Z,8 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00007zxB1tMAE,a0CQg00007zxB1tMAE,https://volunteer.laworks.com/organization/001Qg00000YJqdhIAD,2026-02-11T17:58:25.431597
Volunteer Promoter for Tail Town Cats,Tail Town Cats,"Pasadena, CA 91104",Ongoing,,,2025-12-09T00:01:00Z,8 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000A3pn1RMQQ,a0CQg0000A3pn1RMQQ,https://volunteer.laworks.com/organization/001Qg00000YJqdhIAD,2026-02-11T17:58:25.450558
Construction Volunteering in Altadena—No Experience Needed,Habitat for Humanity San Gabriel Valley,"Altadena, CA 91001",2/18/26,7:45 AM,7.75 hours,2026-02-18T07:45:00Z,8 miles,Special Event,https://volunteer.laworks.com/opportunity/a0CQg0000B2wN38MQE,a0CQg0000B2wN38MQE,https://volunteer.laworks.com/organization/001A000001AcvLIIAZ,2026-02-11T17:58:25.473749
"Support Red Cross Fixed Site Blood Drives - Volunteer! (Burbank, CA)",American Red Cross Los Angeles Region,"Burbank, CA 91505",Ongoing,,,2022-12-28T00:01:00Z,8 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0C3l00000r6hSPEAY,a0C3l00000r6hSPEAY,https://volunteer.laworks.com/organization/001A000000a9b0aIAA,2026-02-11T17:58:25.491911
Fight Food Waste at the West Hollywood Farmers Market on Mondays!,Food Forward,"West Hollywood, CA 90046",Ongoing,,,2024-02-26T00:01:00Z,8 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00001A2CZlMAN,a0CQg00001A2CZlMAN,https://volunteer.laworks.com/organization/001A000000ixpvaIAA,2026-02-11T17:58:25.507797
Harvest Fruit and Fight Hunger in San Gabriel Valley!,Food Forward,"San Gabriel, CA 91775",Ongoing,,,2024-05-29T00:01:00Z,8 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00002KEhWnMAL,a0CQg00002KEhWnMAL,https://volunteer.laworks.com/organization/001A000000ixpvaIAA,2026-02-11T17:58:25.532255
Kids Club Volunteer – Homework Help & Enrichment,Retirement Housing Foundation,"Los Angeles, CA 90037",Ongoing,,,2026-02-10T00:01:00Z,8 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AYIsEAMQ1,a0CQg0000AYIsEAMQ1,https://volunteer.laworks.com/organization/001Qg00000jFra0IAC,2026-02-11T17:58:25.548623
Bingo Instructor for Senior Community,Retirement Housing Foundation,"Los Angeles, CA 90037",2/18/26,2:00 PM,1 hour,2026-02-18T14:00:00Z,8 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AJ9c0ZMQR,a0CQg0000AJ9c0ZMQR,https://volunteer.laworks.com/organization/001Qg00000jFra0IAC,2026-02-11T17:58:25.565573
Bingo Instructor for Senior Community,Retirement Housing Foundation,"Los Angeles, CA 90037",Ongoing,,,2026-02-11T00:01:00Z,8 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AYITZGMQ5,a0CQg0000AYITZGMQ5,https://volunteer.laworks.com/organization/001Qg00000jFra0IAC,2026-02-11T17:58:25.579699
Harvest Fruit and Fight Hunger in Central Los Angeles!,Food Forward,"Toluca Lake, CA 91602",Ongoing,,,2024-02-22T00:01:00Z,8 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00001O2Q3NMAV,a0CQg00001O2Q3NMAV,https://volunteer.laworks.com/organization/001A000000ixpvaIAA,2026-02-11T17:58:25.595997
Clean Ride Crew - Venice Blvd.,Streets Are For Everyone,"Los Angeles, CA 90232",2/28/26,9:30 AM,2.5 hours,2026-02-28T09:30:00Z,9 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000B3tXfcMQE,a0CQg0000B3tXfcMQE,https://volunteer.laworks.com/organization/001A000001P7hcqIAB,2026-02-11T17:58:25.618550
Fight Food Waste at the Melrose Place Farmers Market on Sundays!,Food Forward,"West Hollywood, CA 90069",Ongoing,,,2023-05-14T00:01:00Z,9 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0C3l00000tWHFnEAO,a0C3l00000tWHFnEAO,https://volunteer.laworks.com/organization/001A000000ixpvaIAA,2026-02-11T17:58:25.635594
Land Restoration Workday - Day 2: Final Mulch Layer Altadena Post-Fire Soil Reme,Community Compound: Dena Soil Project,"Altadena, CA 91001",2/25/26,10:00 AM,5 hours,2026-02-25T10:00:00Z,9 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000B8YUxtMQG,a0CQg0000B8YUxtMQG,https://volunteer.laworks.com/organization/001Qg00000iV6G3IAK,2026-02-11T17:58:25.658994
Help our Unhoused Neighbors in North Hollywood,NoHo Home Alliance,"Los Angeles, CA 91602",Ongoing,,,2023-08-22T00:01:00Z,9 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0C3l00000rUgqbEAC,a0C3l00000rUgqbEAC,https://volunteer.laworks.com/organization/0013l00002WBJSEAA5,2026-02-11T17:58:25.674355
Together we can make a difference. Help Unhoused Neighbors in North Hollywood,NoHo Home Alliance,"Los Angeles, CA 91602",2/18/26,8:15 AM,3.5 hours,2026-02-18T08:15:00Z,9 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000B3u4ciMQA,a0CQg0000B3u4ciMQA,https://volunteer.laworks.com/organization/0013l00002WBJSEAA5,2026-02-11T17:58:25.690115
Food Recovery Volunteers- MONDAY(Heart of Compassion),Heart of Compassion Distribution,"Montebello, CA 90640",2/23/26,8:30 AM,3 hours,2026-02-23T08:30:00Z,9 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000ASp9yrMQB,a0CQg0000ASp9yrMQB,https://volunteer.laworks.com/organization/0013l00002He65EAAR,2026-02-11T17:58:25.706014
Food Distribution Volunteers-TUESDAY (Heart of Compassion),Heart of Compassion Distribution,"Montebello, CA 90640",2/17/26,8:45 AM,2.75 hours,2026-02-17T08:45:00Z,9 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000ASkamjMQB,a0CQg0000ASkamjMQB,https://volunteer.laworks.com/organization/0013l00002He65EAAR,2026-02-11T17:58:25.721304
Food Distribution Volunteers- WEDNESDAY(Heart of Compassion),Heart of Compassion Distribution,"Montebello, CA 90640",2/18/26,8:45 AM,2.75 hours,2026-02-18T08:45:00Z,9 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000ASkw5SMQR,a0CQg0000ASkw5SMQR,https://volunteer.laworks.com/organization/0013l00002He65EAAR,2026-02-11T17:58:25.736552
Standby Volunteer for Ace of Hearts Dog Rescue!,Ace of Hearts,"West Hollywood, CA 90048",Ongoing,,,2026-01-25T00:01:00Z,10 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AsfjF3MQI,a0CQg0000AsfjF3MQI,https://volunteer.laworks.com/organization/0011N00001nuU4wQAE,2026-02-11T17:58:25.750252
Ace of Hearts Adoption Event,Ace of Hearts,"West Hollywood, CA 90048",2/14/26,3:00 PM,3 hours,2026-02-14T15:00:00Z,10 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000B2x9i1MQA,a0CQg0000B2x9i1MQA,https://volunteer.laworks.com/organization/0011N00001nuU4wQAE,2026-02-11T17:58:25.766292
Adoption and Fundraising Event 2/14,Ace of Hearts,"West Hollywood, CA 90048",2/14/26,3:00 PM,3 hours,2026-02-14T15:00:00Z,10 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000B2wYRDMQ2,a0CQg0000B2wYRDMQ2,https://volunteer.laworks.com/organization/0011N00001nuU4wQAE,2026-02-11T17:58:25.784723
